,source_url,test_name,grade,Logical Fallacy Types,sentence,canocalized_fallacy_types,fallacy_types
295,https://quizizz.com/admin/quiz/5d922913b68824001a751943/logical-fallacies,Logical Fallacies,11th grade,non sequitur,"Girl:"" I'm worried that my friend is mad at me.""
Friend: ""I wonder what you call a male lady bug?""",non-sequitur,non-sequitur
302,https://quizizz.com/admin/quiz/5fb29e126d2ec0001d4a5017/logical-fallacies,Logical Fallacies,9th - 12th grade,Non Sequitur,"He has my vote for senator, because he has the best shirts.

What logic fallacy does this represent?",non-sequitur,non-sequitur
464,https://quizizz.com/admin/quiz/60242064a66179001be30a7b/logical-fallacies,Logical Fallacies,8th grade,non sequitur,"People generally like to walk on the beach. Beaches have sand. Therefore, having sand floors in homes would be a great idea!",non-sequitur,non-sequitur
43289,https://quizizz.com/admin/quiz/606da344cc5eda001ba2e53c/fallacies-quiz,Fallacies Quiz,11th grade,non sequitur,"We must have a poltergeist in the house. When the dog ran under the table, the vase just seemed to jump off the shelf all by itself.",non-sequitur,non-sequitur
614,https://quizizz.com/admin/quiz/5fadd7513db61a001b0864b9/logical-fallacies,Logical Fallacies,9th - 12th grade,non sequitur,"""People generally like to walk on the beach. Beaches have sand. Therefore, having sand floors in homes would be a great idea!""",non-sequitur,non-sequitur
1330,https://quizizz.com/admin/quiz/5c890a34b355a3001d6addb9/logical-fallacies,Logical Fallacies,10th grade,Non-Sequitur,"Good people don't lie. You told a lie. Therefore, you are not a good person.",non-sequitur,non-sequitur
3572,https://quizizz.com/admin/quiz/5da9e081053807001aa9c382/logical-fallacies,Logical Fallacies,9th - 12th grade,non-sequitur,"Person A: ""What's the weather like?""
Person B: ""It's 2:00""",non-sequitur,non-sequitur
6582,https://quizizz.com/admin/quiz/601d66c86088e4001bc1a9d9/fallacies-pt,"Fallacies, pt. 3",9th - 12th grade,Non Sequitur,"I would have done my homework, but my refrigerator stopped working.",non-sequitur,non-sequitur
6585,https://quizizz.com/admin/quiz/601d66c86088e4001bc1a9d9/fallacies-pt,"Fallacies, pt. 3",9th - 12th grade,Non Sequitur,"Bats are mammals. Bats can fly. Pigs are also mammals, therefore pigs can fly.",non-sequitur,non-sequitur
38839,https://quizizz.com/admin/quiz/5dfa3507a2918c001b19927c/rhetorical-fallacies-practice,Rhetorical Fallacies Practice,9th - 12th grade,non sequitur: the use of a completely unrelated topic or idea,How can I be expected to do my homework when billions of people around the world are throwing their plastic water bottles away without recycling them?,non-sequitur,non-sequitur
39764,https://quizizz.com/admin/quiz/57ed12c2ab9ee6a72c85dad2/weekly-quiz-review,Weekly Quiz 1 Review,10th - 12th grade,non sequiturs,Someone who says something which does not flow logically in the conversation is guilty of using:,non-sequitur,non-sequitur
45512,https://quizizz.com/admin/quiz/5fa314fe29f97f001b7e198f/fallacy-quiz,Fallacy Quiz,11th grade,Non-Sequitur,My fridge isn't working. I should probably finish that book I've been reading.,non-sequitur,non-sequitur
41137,https://quizizz.com/admin/quiz/5a663673f2554e001b8563e1/logical-fallacy-review-game,Logical Fallacy Review Game,9th - 12th grade,non sequitur,"The Earth is round.
Therefore, Trump.",non-sequitur,non-sequitur
42337,https://quizizz.com/admin/quiz/5f92210a751b3b001b2262a2/logical-fallacies,Logical Fallacies,10th - 12th grade,NON-SEQUITUR,"""1 is a number and 2 is a number so 1 = 2""",non-sequitur,non-sequitur
42338,https://quizizz.com/admin/quiz/5f92210a751b3b001b2262a2/logical-fallacies,Logical Fallacies,10th - 12th grade,NON-SEQUITUR,"""Men are human. Mary is a human. Therefore, Mary is a man.""",non-sequitur,non-sequitur
42339,https://quizizz.com/admin/quiz/5f92210a751b3b001b2262a2/logical-fallacies,Logical Fallacies,10th - 12th grade,NON-SEQUITUR,"""If my hair looks nice, people will love me.""",non-sequitur,non-sequitur
42340,https://quizizz.com/admin/quiz/5f92210a751b3b001b2262a2/logical-fallacies,Logical Fallacies,10th - 12th grade,NON-SEQUITUR,"""If you buy a computer, you will become smarter.""",non-sequitur,non-sequitur
42341,https://quizizz.com/admin/quiz/5f92210a751b3b001b2262a2/logical-fallacies,Logical Fallacies,10th - 12th grade,NON-SEQUITUR,"""We both like music, so we should get married.""",non-sequitur,non-sequitur
42692,https://quizizz.com/admin/quiz/5955a3f0181ab41000ac5a83/debate-fallacies,Debate Fallacies,9th - 12th grade,Non sequitur,"""The research I found on cell phone use in the classroom suggests that students can be distracted when they have access to texting. This leads me to believe that all high school students should not be allowed to have their phones on them at school anytime.",non-sequitur,non-sequitur
42906,https://quizizz.com/admin/quiz/5f5eb6911fc223001bc34b31/logical-fallacies,Logical Fallacies,12th grade,non-sequitur,He sometimes behaves violently when I am around him. I don't know what it is that I am doing to make him become so violent.,non-sequitur,non-sequitur
45562,https://quizizz.com/admin/quiz/599efbff85c2391000f1bea7/argumentation,Argumentation,8th - University grade,non sequitur,"''Cotton and grain crops were lower this year than last. So, people must be stealing them.""
This is an example of what kind of logical fallacy?",non-sequitur,non-sequitur
46126,https://quizizz.com/admin/quiz/5daf7ec72f9b1b001b82cc7e/can-you-name-this-fallacy,Can you name this fallacy?,11th grade,Non Sequitur,"Nuclear disarmament is a risk, but everything in life involves a risk. Every time you drive in a car you are taking a risk. If you're willing to drive in a car, you should be willing to have disarmament.",non-sequitur,non-sequitur
979,https://quizizz.com/admin/quiz/5dc22de0b18611001b9a54d1/eapp-logical-fallacies,EAPP Logical Fallacies,11th - 12th grade,Argument from Ignorance,"Your friend says, ""You can't prove that space aliens don't exist, so they must be real"". This is an example of which logical fallacy?",argument from ignorance,argument from ignorance
316,https://quizizz.com/admin/quiz/5f589da2cf5b97001b513da7/logical-fallacies-practice,"Logical Fallacies, practice",11th - 12th grade,Appeal to ignorance,"There is no concrete proof that Duterte himself is corrupt; therefore, he is an honest politician.",argument from ignorance,appeal to ignorance
523,https://quizizz.com/admin/quiz/5d9f4a1ffd4888001acf0ed2/logical-fallacies,Logical Fallacies,10th - 12th grade,Fallacy of Ignorance,"Falsely requiring an opponent to “disprove” instead
of you “proving” your argument",argument from ignorance,fallacy of ignorance
564,https://quizizz.com/admin/quiz/60804bf832accb001ba2444f/logical-fallacies,Logical Fallacies,10th grade,Appeal to ignorance,"I know nothing about Tank Johnson except that he has a criminal record as long as your leg, but I’ll bet he’s really just misunderstood",argument from ignorance,appeal to ignorance
566,https://quizizz.com/admin/quiz/60804bf832accb001ba2444f/logical-fallacies,Logical Fallacies,10th grade,appeal to ignorance,We have no evidence that the Illuminati ever existed. They must have been so clever they destroyed all the evidence,argument from ignorance,appeal to ignorance
603,https://quizizz.com/admin/quiz/5f918a04b5be2c001b528339/logical-fallacies-quiz,Logical Fallacies Quiz,9th - 12th grade,appeal to ignorance,"Ricky is watching television when he sees a commercial for foot cream. The commercial announcer says, ""This is the best foot cream on the market because no other foot cream makers have been able to prove otherwise!"" What fallacy has the announcer committed?",argument from ignorance,appeal to ignorance
800,https://quizizz.com/admin/quiz/5da783b3216605001ad267df/match-logical-fallacies,Match Logical Fallacies,10th - 12th grade,Fallacy of Ignorance,"We don't know for sure that phones lower students' success levels, so there's no need to ban them.",argument from ignorance,fallacy of ignorance
1082,https://quizizz.com/admin/quiz/60548cc5a25098001b13f9f8/logical-fallacies,Logical Fallacies,9th - 12th grade,appeal to ignorance,This fallacy isn’t proof of anything except that you don’t know something.,argument from ignorance,appeal to ignorance
1083,https://quizizz.com/admin/quiz/60548cc5a25098001b13f9f8/logical-fallacies,Logical Fallacies,9th - 12th grade,appeal to ignorance,"“No one has ever been able to prove definitively that extra-terrestrials exist, so they must not be real.”",argument from ignorance,appeal to ignorance
1489,https://quizizz.com/admin/quiz/6030549c418d3e001bcbfb14/logical-fallacies-the-snap-decision-the-people,"Logical Fallacies: The Snap Decision & The ""People""",9th - 12th grade,Appeals to Ignorance,"Since the class is not asking any further questions, then that means that they are all ready for the test.",argument from ignorance,appeal to ignorance
2909,https://quizizz.com/admin/quiz/60560434e10317001e4ec2f4/logical-fallacies,Logical Fallacies,9th - 12th grade,Appeal to Ignorance,"Your friend says, ""You can't prove that space aliens don't exist, so they must be real."" This is an example of which logical fallacy?",argument from ignorance,appeal to ignorance
2927,https://quizizz.com/admin/quiz/60560434e10317001e4ec2f4/logical-fallacies,Logical Fallacies,9th - 12th grade,Appeal to Ignorance,"""Your Honor, the defendant has been able to provide no strong evidence to prove his innocence; therefore, you must find him guilty.""",argument from ignorance,appeal to ignorance
3651,https://quizizz.com/admin/quiz/59ff8cf264a6a610001cb8c5/logical-fallacy-review,Logical Fallacy Review,10th - 12th grade,shifting the burden of proof,"Bill: ""I think that some people have psychic powers."" 
Jill: ""What is your proof?"" 
Bill: ""No one has been able to prove that people do not have psychic powers.""",argument from ignorance,burden of proof
45371,https://quizizz.com/admin/quiz/5a0f0600920b9b1100fb5669/logical-fallacy,Logical Fallacy,9th - 11th grade,appeal to ignorance,"Although we have proven that the moon is not made of short ribs, we have not proven that its core cannot be filled with them; therefore, the moon’s core is filled with short ribs.",argument from ignorance,appeal to ignorance
6772,https://quizizz.com/admin/quiz/60a3cf83129284001d8ff079/speech-final-exam,Speech Final Exam,9th - 12th grade,Appeal to ignorance,'The Tooth Fairy is real because nobody has proven she doesn't exist.' This is an example of which fallacy?,argument from ignorance,appeal to ignorance
7634,https://quizizz.com/admin/quiz/6033332fc5129a001bab4103/long-exam-for-intro-to-philosophy,LONG EXAM FOR INTRO TO PHILOSOPHY,11th grade,appeal to ignorance,We believe on what we believe in.,argument from ignorance,appeal to ignorance
26627,https://quizizz.com/admin/quiz/5da51e9c97d927001a6730fb/debate-fallacy-proposition-listening-and-language,"Debate (Fallacy, Proposition, Listening and Language)",University,shifting the burden of proof,"ghosts must exist, because nobody has been able to prove that they don't is an example of",argument from ignorance,burden of proof
41130,https://quizizz.com/admin/quiz/5a663673f2554e001b8563e1/logical-fallacy-review-game,Logical Fallacy Review Game,9th - 12th grade,ad ignorantium,"""Trump won't release his tax returns and prove he's clean, therefore he must have something to hide.""",argument from ignorance,ad ignorantium
41374,https://quizizz.com/admin/quiz/5c17af12e2f343001a8d22df/more-logical-fallacy-december-fun,More Logical Fallacy December Fun,10th - 12th grade,Burden of Proof,"Saying that the burden of proof lies not with the person making the claim, but with someone else to disprove.",argument from ignorance,burden of proof
42525,https://quizizz.com/admin/quiz/6019e64ff54481001b028073/eapp-logic-live-quiz-alternative,EAPP - Logic (Live Quiz Alternative),11th grade,Switching the burden of proof,"""If you believe that I am wrong, prove to me that I am.""",argument from ignorance,burden of proof
44807,https://quizizz.com/admin/quiz/60c66e403fb5ff001bc8192e/logical-fallacies-part,Logical Fallacies Part 1,6th - 12th grade,Appeal to Ignorance,I've never been hit by lightening when standing under a tree so we'll be perfectly safe to shelter by this oak now.,argument from ignorance,appeal to ignorance
44914,https://quizizz.com/admin/quiz/5e46e2e7e55b37001bcd76e9/logic-guide-quiz,Logic Guide Quiz,10th - 12th grade,Argument from Ignorance,"Although we have proven that the moon is not made of spare ribs, we have not proven that its core cannot be filled with them; therefore, the moon’s core is filled with spare ribs.

X is true because you cannot prove that X is false.
X is false because you cannot prove that X is true.",argument from ignorance,argument from ignorance
46040,https://quizizz.com/admin/quiz/5fa5924f4bc06f001bf18f58/logical-fallacy-quiz-swhs,Logical Fallacy Quiz SWHS,9th - 12th grade,Appeal to Ignorance,"""You can't prove that mermaids actually don't exist and therefore it's reasonable to say that they do"" IS an example of this fallacy.",argument from ignorance,appeal to ignorance
46289,https://quizizz.com/admin/quiz/5b2b2aa736a5270019a279ba/fallacy-quiz-part,"Fallacy Quiz, Part 2",University,appeal to ignorance,"""The university committee for student discipline investigated all engineering tests for the past five years, and they found no evidence of cheating. We thus declare that no cheating has taken place during those five years.""",argument from ignorance,appeal to ignorance
1606,https://quizizz.com/admin/quiz/5f94b60e682994001daa62b4/logical-fallacies,Logical Fallacies,11th grade,Appeal to Fear,"Children should not go trick or treating, as there always
exists the possibility that someone could poison the treats.",appeal to fear,appeal to fear
144,https://quizizz.com/admin/quiz/5f50002ffb10b3001bac74ae/logical-fallacies,Logical Fallacies,7th - 8th grade,Appeal to Fear,"If we don’t teach teens to work harder, the human race is doomed.",appeal to fear,appeal to fear
147,https://quizizz.com/admin/quiz/5f50002ffb10b3001bac74ae/logical-fallacies,Logical Fallacies,7th - 8th grade,Appeal to Fear,"If you love your family, you'll buy this new stealth
security system.",appeal to fear,appeal to fear
184,https://quizizz.com/admin/quiz/601186198d64cb001b52da5f/logical-fallacies,Logical Fallacies,3rd - 12th grade,Appeal to Fear,"Sometimes kids ride skateboards and fall off, breaking their arms or legs. Clearly, riding a skateboard is extremely dangerous. Don’t you think skateboards should be banned?",appeal to fear,appeal to fear
297,https://quizizz.com/admin/quiz/5fb29e126d2ec0001d4a5017/logical-fallacies,Logical Fallacies,9th - 12th grade,Appeal to Fear,This is an example of what logic fallacy?,appeal to fear,appeal to fear
314,https://quizizz.com/admin/quiz/5f589da2cf5b97001b513da7/logical-fallacies-practice,"Logical Fallacies, practice",11th - 12th grade,Appeal to pity,We shouldn’t put her in jail even if she stole billions of pesos. She is already too old to be locked up.,appeal to pity,appeal to pity
366,https://quizizz.com/admin/quiz/5f6780dc106b31001bb3e0cd/logical-fallacies,Logical Fallacies,10th - 11th grade,scare tactics,"Medical expenses for the elderly continue to rise. If you don't buy long-term health insurance now, you probably won't be able to qualify once you're older. Sure, the insurance policy is a little expensive, but it's worth spending the money today so you don't go bankrupt in the future, becoming a burden to your family.",appeal to fear,scare tactics
411,https://quizizz.com/admin/quiz/601d4f7f893cd7001c42d2a7/logical-fallacies,Logical Fallacies,10th grade,Appeal to Pity,"""I should receive an 'A' in this class. I had a tough week!"" Hadi begged",appeal to pity,appeal to pity
414,https://quizizz.com/admin/quiz/601d4f7f893cd7001c42d2a7/logical-fallacies,Logical Fallacies,10th grade,Appeal to Pity,"""If we don't adopt that puppy today, they might put him down. Do you want to be responsible for that?"" Exclaimed Yasir.",appeal to pity,appeal to pity
422,https://quizizz.com/admin/quiz/601d4f7f893cd7001c42d2a7/logical-fallacies,Logical Fallacies,10th grade,Appeal to Pity,"“I know the exam is graded based on performance, but you should give me an A. My cat has been sick, my car broke down, and I’ve had a cold, so it was really hard for me to study!” Demanded Aun.",appeal to pity,appeal to pity
462,https://quizizz.com/admin/quiz/60242064a66179001be30a7b/logical-fallacies,Logical Fallacies,8th grade,appeal to fear,A mother tells her children not to leave the yard because there might be wild animals in the woods.,appeal to fear,appeal to fear
505,https://quizizz.com/admin/quiz/5f553796946249001b8e181c/logical-fallacies,Logical Fallacies,9th - 12th grade,Appeal to Fear,"Preys on people’s emotions and sensitivities, can turn into a slippery slope",appeal to fear,appeal to fear
602,https://quizizz.com/admin/quiz/5f918a04b5be2c001b528339/logical-fallacies-quiz,Logical Fallacies Quiz,9th - 12th grade,appeal to pity,"Sarah wakes up one morning to find that she has just slept through her anatomy test. She emails her teacher and asks if she can make up the test. Sarah states that she deserves to take it over because she didn't sleep well because her boyfriend just broke up with her, her dog is sick and she stained her favorite dress. What fallacy is this?",appeal to pity,appeal to pity
611,https://quizizz.com/admin/quiz/5fadd7513db61a001b0864b9/logical-fallacies,Logical Fallacies,9th - 12th grade,appeal to fear,"""If you don't turn in your homework, you will be getting a call home.",appeal to fear,appeal to fear
804,https://quizizz.com/admin/quiz/60a583dc64d8ad001bb5d3fd/logical-fallacies,Logical Fallacies,9th grade,Appeal to Pity,"“I really deserve an “A” on this paper, professor. Not only did I study during my grandmother’s funeral, but I also passed up the heart transplant surgery, even though that was the first matching donor in 3 years.”",appeal to pity,appeal to pity
1154,https://quizizz.com/admin/quiz/603c4135fe49e5001bc1c557/activity-march-logical-fallacies,Activity (March 1): Logical Fallacies,11th grade,appeal to pity,We should give the other applicant the job because he has a poor family and he needs to provide for them. It looks like he suffers a lot!,appeal to pity,appeal to pity
2265,https://quizizz.com/admin/quiz/605a2838960a72001b01c652/logical-fallacies-quiz,Logical Fallacies 101 Quiz,10th grade,appeal to pity,"If you write to Mrs. Roth and tell her: ""Mrs Roth, I know I haven't done any of the assignments, but I need a C anyway because I'm asking nicely and I'm good person, and I'm going to get in trouble if you don't.""",appeal to pity,appeal to pity
2266,https://quizizz.com/admin/quiz/605a2838960a72001b01c652/logical-fallacies-quiz,Logical Fallacies 101 Quiz,10th grade,scare tactics,"Claiming that ""If you elect him, the Dow Jones will tumble and you will lose all of your money!"" is an example of:",appeal to fear,scare tactics
2895,https://quizizz.com/admin/quiz/5c58d321571452001a00e14e/logical-fallacies,Logical Fallacies,9th - University,Scare Tactics,"Look Tom, you could go to the police with your information about our questionable accounting practices here at Bentron. But remember, you have a family to feed. Besides you know how rumors of this kind of disloyalty can spread through the industry. You'll ever work as an accountant in this town again.",appeal to fear,scare tactics
2937,https://quizizz.com/admin/quiz/60560434e10317001e4ec2f4/logical-fallacies,Logical Fallacies,9th - 12th grade,Appeal to Fear/Authority,"My family is this school's biggest donor so, you better think about that bad grade you gave me on my test.",appeal to fear,appeal to fear
2942,https://quizizz.com/admin/quiz/60560434e10317001e4ec2f4/logical-fallacies,Logical Fallacies,9th - 12th grade,Appeal to Pity,"Saying that you support a specific candidate for class president, only because he has recently been diagnosed with cancer is an example of which fallacy?",appeal to pity,appeal to pity
3810,https://quizizz.com/admin/quiz/58ee7ef2f594a8e768780149/rhetorical-fallacies,Rhetorical Fallacies,9th - 12th grade,Appeal to Pity,"""I know the exam is graded based on performance, but you should give me an A. My cat has been sick, my car broke down, and I've had a cold, so it was really hard for me to study!""",appeal to pity,appeal to pity
4960,https://quizizz.com/admin/quiz/60332e20073770001d1ef61f/english-review,ENGLISH 9 - Review,9th grade,ad misericordiam,It occurs when someone makes an appeal to emotion of pity instead of addressing the argument.,appeal to pity,ad misericordiam
6558,https://quizizz.com/admin/quiz/601d66c86088e4001bc1a9d9/fallacies-pt,"Fallacies, pt. 3",9th - 12th grade,Appeal to Pity,You don’t have to do this. My grandmother is in the hospital. I need my salary to support her medication. She’s dying.,appeal to pity,appeal to pity
6559,https://quizizz.com/admin/quiz/601d66c86088e4001bc1a9d9/fallacies-pt,"Fallacies, pt. 3",9th - 12th grade,Appeal to Pity,Just give me a chance to prove it to you. I can’t live this life if you will leave me. My world will stop to turn around. I will not be able to eat nor drink.,appeal to pity,appeal to pity
7223,https://quizizz.com/admin/quiz/5c3fedfb7e72ee001a76fce6/persuasive-text-quiz,PERSUASIVE TEXT QUIZ,7th - 8th grade,appeal to pity,Won't you give the abandoned puppy a home?,appeal to pity,appeal to pity
39607,https://quizizz.com/admin/quiz/601343982b55e4001d363287/eapp-logical-fallacy,EAPP Logical Fallacy,11th grade,Ad Misericordiam,"""Sir, please let me take the exam. I was late because I need to cook our breakfast and wash the dishes.""",appeal to pity,ad misericordiam
41136,https://quizizz.com/admin/quiz/5a663673f2554e001b8563e1/logical-fallacy-review-game,Logical Fallacy Review Game,9th - 12th grade,ad misericordiam,"""Every 0.008 seconds in the United States, a teen accidentally shatters his/her phone screen. You can help put an end to these devastating tragedies: donate now to my Kickstarter fund, the new Bubble-wrap Phone Case X.""",appeal to pity,ad misericordiam
41332,https://quizizz.com/admin/quiz/606ff0f48e5148001c3e4891/elt-fallacies-in-writing-nd,ELT323 -Fallacies in Writing (2nd),University,Appeal to pity (or sympathy),"""I know I made a bad decision, but look at how hard I tried.""
This helps manipulators to avoid taking responsibility for their actions.",appeal to pity,appeal to pity
41333,https://quizizz.com/admin/quiz/606ff0f48e5148001c3e4891/elt-fallacies-in-writing-nd,ELT323 -Fallacies in Writing (2nd),University,Appeal to fear,"""Politician X is going to strip away your right to free speech!""",appeal to fear,appeal to fear
42526,https://quizizz.com/admin/quiz/6019e64ff54481001b028073/eapp-logic-live-quiz-alternative,EAPP - Logic (Live Quiz Alternative),11th grade,Appeal to pity,"""You cannot detain me. I am still grieving my cat's death.""",appeal to pity,appeal to pity
42766,https://quizizz.com/admin/quiz/5dd1e2da4b69e5001bff3e97/emotional-fallacies,Emotional Fallacies,11th - 12th grade,Scare Tactics,"If you don't start recycling now, our entire planet will be destroyed in ten years.",appeal to fear,scare tactics
43205,https://quizizz.com/admin/quiz/5d321220e0cc63001a271f55/logical-fallacies,Logical Fallacies,9th - 12th grade,Scare Tactics,"""If you don't believe in God, you'll go to hell!"" is an example of:",appeal to fear,scare tactics
44808,https://quizizz.com/admin/quiz/60c66e403fb5ff001bc8192e/logical-fallacies-part,Logical Fallacies Part 1,6th - 12th grade,Scare Tactics,"I ask all employees to vote for my chosen candidate in the upcoming elections. If the other candidate wins, he will raise taxes and many of you will lose your jobs.",appeal to fear,scare tactics
45362,https://quizizz.com/admin/quiz/5e15d293351ef5001bd0e625/traditional-logic-chapter-review,Traditional Logic 1: Chapter 4 Review,7th - 9th grade,Appeal to fear,"Senator Jones supports a strong national defense. If you do vote for him, our country will be invaded, and it will start World War III.",appeal to fear,appeal to fear
45365,https://quizizz.com/admin/quiz/5e15d293351ef5001bd0e625/traditional-logic-chapter-review,Traditional Logic 1: Chapter 4 Review,7th - 9th grade,Appeal to pity,"You really should support Senator Jones and his campaign to strengthen national defense. If you do not, he will lose control of the Armed Forces Committee and likely resign from politics.",appeal to pity,appeal to pity
45830,https://quizizz.com/admin/quiz/5e1ca3aaa57cff001b065300/fallacy-weekly-review,Fallacy Weekly Review,9th grade,Appeal to fear,Explaining that trusting the other politician will cause everyone to lose their homes and jobs,appeal to fear,appeal to fear
46039,https://quizizz.com/admin/quiz/5fa5924f4bc06f001bf18f58/logical-fallacy-quiz-swhs,Logical Fallacy Quiz SWHS,9th - 12th grade,Appeal to Fear,"""If you don't buy the warranty for your chromebook, you could find yourself without one for the rest of the schoolyear and having to pay thousands of dollars in expensive repairs"" IS an example of this fallacy.",appeal to fear,appeal to fear
46460,https://quizizz.com/admin/quiz/5f6c8014620e4f001b01d290/logic-unit-quiz,Logic Unit 1 Quiz,8th grade,Appeal to Pity,You've got to donate to the hockey team. They are helping build schools in Uganda. Imagine all of those poor and hungry kids there.,appeal to pity,appeal to pity
46461,https://quizizz.com/admin/quiz/5f6c8014620e4f001b01d290/logic-unit-quiz,Logic Unit 1 Quiz,8th grade,Appeal to Fear,"If you don't buy the black pencils, you will get made fun of. You will not be chosen for group projects.",appeal to fear,appeal to fear
608,https://quizizz.com/admin/quiz/5f918a04b5be2c001b528339/logical-fallacies-quiz,Logical Fallacies Quiz,9th - 12th grade,genetic fallacy,"She is a teacher in a public school, so any claims that she makes about the public school system are biased and untrue.",genetic fallacy,genetic fallacy
2087,https://quizizz.com/admin/quiz/5fc51524c0ffdb001b6b57ac/quiz-logical-fallacies,12/2 Quiz Logical Fallacies 1,11th grade,Genetic Fallacy,"My best friend says you’re a liar, so I’m not going to talk to you.",genetic fallacy,genetic fallacy
2585,https://quizizz.com/admin/quiz/600a16eae0ec11001c2283fb/logical-fallacies-practice,7-8 Logical Fallacies Practice,12th grade,Genetic Fallacy,The Volkswagen Beetle is an evil car because it was originally designed by Hitler’s army.,genetic fallacy,genetic fallacy
6551,https://quizizz.com/admin/quiz/601d66c86088e4001bc1a9d9/fallacies-pt,"Fallacies, pt. 3",9th - 12th grade,Genetic Fallacy,"This is a fallacy of irrelevance that is based solely on someone's or something's history, origin, or source rather than its current meaning",genetic fallacy,genetic fallacy
6578,https://quizizz.com/admin/quiz/601d66c86088e4001bc1a9d9/fallacies-pt,"Fallacies, pt. 3",9th - 12th grade,Genetic Fallacy,"The newspaper editor homeschools his children. So, any claims he makes about the public school system are biased and untrue.",genetic fallacy,genetic fallacy
6579,https://quizizz.com/admin/quiz/601d66c86088e4001bc1a9d9/fallacies-pt,"Fallacies, pt. 3",9th - 12th grade,Genetic Fallacy,"My doctor is overweight, so I don't believe anything he tells me about improving my health.",genetic fallacy,genetic fallacy
6580,https://quizizz.com/admin/quiz/601d66c86088e4001bc1a9d9/fallacies-pt,"Fallacies, pt. 3",9th - 12th grade,Genetic Fallacy,"The car was built with cheap parts, so it only goes to show that the car will fall apart.",genetic fallacy,genetic fallacy
6581,https://quizizz.com/admin/quiz/601d66c86088e4001bc1a9d9/fallacies-pt,"Fallacies, pt. 3",9th - 12th grade,Genetic Fallacy,You can't believe Bob's idea. He's a socialist.,genetic fallacy,genetic fallacy
6583,https://quizizz.com/admin/quiz/601d66c86088e4001bc1a9d9/fallacies-pt,"Fallacies, pt. 3",9th - 12th grade,Genetic Fallacy,Maria drives a car. She must be wealthy.,genetic fallacy,genetic fallacy
38493,https://quizizz.com/admin/quiz/607ee7628974e8001b0db45c/quick-check-logos-and-fallacies,Quick Check Logos and Fallacies,10th grade,Genetic Fallacy,"My teacher says the Earth is flat, so it definitely is flat.",genetic fallacy,genetic fallacy
38494,https://quizizz.com/admin/quiz/607ee7628974e8001b0db45c/quick-check-logos-and-fallacies,Quick Check Logos and Fallacies,10th grade,Genetic Fallacy,"The noble forefathers who created this great country did not fail; it is a great country now as it was then, by their very making.",genetic fallacy,genetic fallacy
42881,https://quizizz.com/admin/quiz/5e6b3c133d50bb001be4f453/logical-fallacies,Logical Fallacies,11th grade,Genetic fallacy,"Having come from the same political party, he is sure to communicate biased and untrue claims about his party-mates",genetic fallacy,genetic fallacy
42943,https://quizizz.com/admin/quiz/5a80d327f21f740021abaa7f/logical-fallacies,Logical Fallacies,12th - University grade,Genetic Fallacy,"Hannah argues that because her friend was brainwashed as a child into thinking that people are generally good, people are not generally good.
Name that fallacy:",genetic fallacy,genetic fallacy
43029,https://quizizz.com/admin/quiz/5e39a9f211fb41001cada55c/logical-fallacies,Logical Fallacies,9th grade,Genetic Fallacy,My teacher always brings up stuff about Women's Rights. She only cares about it because she is a woman. The stats she shows us are probably bias.,genetic fallacy,genetic fallacy
46451,https://quizizz.com/admin/quiz/5f6c8014620e4f001b01d290/logic-unit-quiz,Logic Unit 1 Quiz,8th grade,Genetic Fallacy,Don't buy any of the clothes made by that company. Most of them are made in China so they must be cheap.,genetic fallacy,genetic fallacy
176,https://quizizz.com/admin/quiz/5cbde6b63d0929001a1ffc3c/logical-fallacies,Logical Fallacies,10th grade,Tu Quoque,"I did not complete my homework last night? Well, you did not do yours last weak either.",tu quoque,tu quoque
219,https://quizizz.com/admin/quiz/5e664486989dc2001edc9ad5/logical-fallacies,Logical Fallacies,8th grade,Tu Quoque,"Billy - ""Spanish is easy."" Bobby - ""Don't listen to Billy; he failed Spanish class last year. """,tu quoque,tu quoque
1094,https://quizizz.com/admin/quiz/60548cc5a25098001b13f9f8/logical-fallacies,Logical Fallacies,9th - 12th grade,tu quoque,This fallacy distracts from the argument by pointing out hypocrisy in the opponent.,tu quoque,tu quoque
1095,https://quizizz.com/admin/quiz/60548cc5a25098001b13f9f8/logical-fallacies,Logical Fallacies,9th - 12th grade,tu quoque,"“But, Dad, I know you had no curfew when you were my age, so how can you give me a curfew?”",tu quoque,tu quoque
2084,https://quizizz.com/admin/quiz/5fc51524c0ffdb001b6b57ac/quiz-logical-fallacies,12/2 Quiz Logical Fallacies 1,11th grade,Tu Quoque,"Sandy: ""You shouldn’t have that second piece of cake. It’s so fattening.""
Ralph: ""Didn’t you eat an entire tub of ice cream yesterday?""",tu quoque,tu quoque
2892,https://quizizz.com/admin/quiz/5c58d321571452001a00e14e/logical-fallacies,Logical Fallacies,9th - University,Look Who's Talking (Tu Quoque),How can you tell me I should exercise to lose weight? All you do is sit behind a desk all day. I've never seen you do a lick of exercise.,tu quoque,tu quoque
40977,https://quizizz.com/admin/quiz/5f886ce55bec10001beda125/logical-fallacy-practice,Logical Fallacy Practice,9th grade,tu quoque,"All this time that you're telling me to improve, you're being lazy yourself.",tu quoque,tu quoque
